XP_058958424.2 Pocillopora131785532
XP_058958426.2 Pocillopora131785534
XP_066030367.1 Pocillopora136284278
XP_058958407.2 Pocillopora131785517
XP_058958386.2 Pocillopora131785504
XP_058958403.2 Pocillopora131785513
XP_058958316.2 Pocillopora131785450
XP_058958378.1 Pocillopora131785500
XP_066028740.1 Pocillopora131785451
XP_066022880.1 Pocillopora131785488
XP_058958355.2 Pocillopora131785488
XP_058958391.2 Pocillopora131785507
XP_058958370.2 Pocillopora131785496
XP_058958319.2 Pocillopora131785454
XP_058958381.2 Pocillopora131785501
XP_058958380.2 Pocillopora131785501
XP_058958383.2 Pocillopora131785501
XP_058958382.2 Pocillopora131785501
XP_058958384.2 Pocillopora131785501
XP_066025185.1 Pocillopora131785501
XP_058958422.2 Pocillopora131785529
XP_058958344.2 Pocillopora131785473
XP_058958360.2 Pocillopora131785491
XP_058958320.1 Pocillopora131785455
XP_066014602.1 Pocillopora131785472
XP_058958343.2 Pocillopora131785472
XP_058958417.2 Pocillopora131785524
XP_058958295.1 Pocillopora131785426
XP_058958296.1 Pocillopora131785426
XP_058958297.1 Pocillopora131785426
XP_058958298.1 Pocillopora131785426
XP_058958299.1 Pocillopora131785426
XP_058958294.2 Pocillopora131785425
XP_058958293.2 Pocillopora131785425
XP_058958335.1 Pocillopora131785465
XP_066024655.1 Pocillopora131785465
XP_066024637.1 Pocillopora131785464
XP_058958362.2 Pocillopora131785492
XP_058940780.2 Pocillopora131769061
XP_058958337.2 Pocillopora131785467
XP_066017997.1 Pocillopora131785498
XP_058958371.2 Pocillopora131785498
XP_058958372.2 Pocillopora131785498
XP_058958374.2 Pocillopora131785498
XP_058958373.2 Pocillopora131785498
XP_066018013.1 Pocillopora131785498
XP_058958339.2 Pocillopora131785469
XP_058958338.2 Pocillopora131785469
XP_058958324.2 Pocillopora131785458
XP_066030544.1 Pocillopora131780616
XP_066030670.1 Pocillopora131791798
XP_066030698.1 Pocillopora131776309
XP_066030723.1 Pocillopora131786171
XP_066030848.1 Pocillopora131800057
XP_066030903.1 Pocillopora131788687
XP_058961544.2 Pocillopora131788464
XP_058961598.2 Pocillopora131788529
XP_058961556.2 Pocillopora131788475
XP_058961581.1 Pocillopora131788506
XP_058961630.1 Pocillopora131788558
XP_058961617.1 Pocillopora131788549
XP_058961609.1 Pocillopora131788539
XP_058961572.2 Pocillopora131788495
XP_066024441.1 Pocillopora131788495
XP_058961565.2 Pocillopora131788484
XP_066025425.1 Pocillopora131788698
XP_058961592.2 Pocillopora131788515
XP_058961779.2 Pocillopora131788709
XP_066018120.1 Pocillopora136278869
XP_058961641.2 Pocillopora131788567
XP_058961676.1 Pocillopora131788614
XP_058961451.2 Pocillopora131788380
XP_058961431.2 Pocillopora131788363
XP_058961439.1 Pocillopora131788372
XP_066030913.1 Pocillopora131788722
XP_066028519.1 Pocillopora131788352
XP_058961409.1 Pocillopora131788342
XP_058961402.2 Pocillopora131788330
XP_058961658.1 Pocillopora131788589
XP_058961491.1 Pocillopora131788418
XP_058961459.2 Pocillopora131788388
XP_066022086.1 Pocillopora131788388
XP_066022090.1 Pocillopora131788398
XP_058961537.2 Pocillopora131788453
XP_058961512.2 Pocillopora131788437
XP_058961526.2 Pocillopora131788445
XP_066028854.1 Pocillopora131788445
XP_058961500.1 Pocillopora131788428
XP_066028841.1 Pocillopora131788300
XP_066028843.1 Pocillopora131788300
XP_058961373.2 Pocillopora131788300
XP_066028825.1 Pocillopora131788300
XP_066028833.1 Pocillopora131788300
XP_066028836.1 Pocillopora131788300
XP_066028839.1 Pocillopora131788300
XP_058961362.2 Pocillopora131788291
XP_058961801.1 Pocillopora131788732
XP_058961696.2 Pocillopora131788637
XP_058961665.1 Pocillopora131788600
XP_058961824.2 Pocillopora131788751
XP_058961706.2 Pocillopora131788645
XP_058961812.1 Pocillopora131788741
XP_066030877.1 Pocillopora131788741
XP_058961479.2 Pocillopora131788409
XP_058961650.2 Pocillopora131788578
XP_066027936.1 Pocillopora131788626
XP_058961686.2 Pocillopora131788626
XP_058961384.2 Pocillopora131788309
XP_066014597.1 Pocillopora136276972
XP_066014710.1 Pocillopora131773871
XP_058945821.2 Pocillopora131773872
XP_058954129.1 Pocillopora131773873
XP_058954121.1 Pocillopora131773873
XP_066028244.1 Pocillopora131773873
XP_066017570.1 Pocillopora136278126
XP_058954172.1 Pocillopora131781518
XP_058954161.2 Pocillopora131781508
XP_066016174.1 Pocillopora131781320
XP_058953960.2 Pocillopora131781320
XP_058954096.2 Pocillopora131781455
XP_066017234.1 Pocillopora131781455
XP_058954103.2 Pocillopora131781455
XP_058954063.1 Pocillopora131781424
XP_066017911.1 Pocillopora131781605
XP_066017915.1 Pocillopora131781605
XP_066017918.1 Pocillopora131781605
XP_066017922.1 Pocillopora131781605
XP_058954549.2 Pocillopora131781605
XP_058954518.1 Pocillopora131781814
XP_066024394.1 Pocillopora131781804
XP_058954508.2 Pocillopora131781804
XP_058953863.2 Pocillopora131781227
XP_058953881.2 Pocillopora131781247
XP_058953871.2 Pocillopora131781237
XP_058954318.2 Pocillopora131781634
XP_058954325.2 Pocillopora131781634
XP_066022834.1 Pocillopora131781634
XP_066022840.1 Pocillopora131781634
XP_058954343.2 Pocillopora131781634
XP_058954335.2 Pocillopora131781634
XP_066022849.1 Pocillopora131781634
XP_058954021.1 Pocillopora131781389
XP_058954030.1 Pocillopora131781389
XP_058954255.1 Pocillopora131781577
XP_066023778.1 Pocillopora131786817
XP_066023771.1 Pocillopora131786817
XP_066023782.1 Pocillopora131798302
XP_058945403.2 Pocillopora131773449
XP_066014894.1 Pocillopora136277114
XP_058953742.1 Pocillopora131781103
XP_058945406.2 Pocillopora131773452
XP_066016033.1 Pocillopora136277557
XP_058946376.1 Pocillopora131774381
XP_058945409.2 Pocillopora131773457
XP_066024416.1 Pocillopora136281647
XP_066024413.1 Pocillopora136281644
XP_058954799.2 Pocillopora131782103
XP_058953948.2 Pocillopora131781314
XP_058953811.2 Pocillopora131781184
XP_058953999.2 Pocillopora131781369
XP_066027493.1 Pocillopora131781877
XP_066027495.1 Pocillopora131781877
XP_066027502.1 Pocillopora131781877
XP_066027505.1 Pocillopora131781877
XP_066027507.1 Pocillopora131781877
XP_066027513.1 Pocillopora131781877
XP_066028546.1 Pocillopora131781837
XP_058954266.2 Pocillopora131781586
XP_066025651.1 Pocillopora131781657
XP_058954086.1 Pocillopora131781444
XP_058954207.1 Pocillopora131781549
XP_058954527.2 Pocillopora131781825
XP_058954039.1 Pocillopora131781406
XP_058954587.2 Pocillopora131781888
XP_058954487.1 Pocillopora131781786
XP_058953915.2 Pocillopora131781291
XP_058954413.2 Pocillopora131781712
XP_058954422.2 Pocillopora131781723
XP_058954430.2 Pocillopora131781733
XP_058954437.2 Pocillopora131781742
XP_058954450.2 Pocillopora131781753
XP_058953907.2 Pocillopora131781279
XP_066016408.1 Pocillopora131781302
XP_066016411.1 Pocillopora131781302
XP_058954307.2 Pocillopora131781623
XP_058954499.1 Pocillopora131781795
XP_058954010.1 Pocillopora131781377
XP_058953801.2 Pocillopora131781173
XP_058953824.2 Pocillopora131781195
XP_058953835.2 Pocillopora131781201
XP_058953898.1 Pocillopora131781268
XP_058954243.2 Pocillopora131781568
XP_058953846.2 Pocillopora131781211
XP_058953855.2 Pocillopora131781211
XP_058954230.2 Pocillopora131781554
XP_058954222.2 Pocillopora131781554
XP_066016028.1 Pocillopora131781433
XP_066016027.1 Pocillopora131781433
XP_058954076.2 Pocillopora131781433
XP_066015290.1 Pocillopora131781760
XP_058954053.1 Pocillopora131781416
XP_058953890.1 Pocillopora131781257
XP_066025800.1 Pocillopora136282283
XP_066027070.1 Pocillopora131781329
XP_066017860.1 Pocillopora131781339
XP_066028788.1 Pocillopora131781359
XP_066015313.1 Pocillopora131775076
XP_066015323.1 Pocillopora136277304
XP_066015391.1 Pocillopora131794101
XP_066030654.1 Pocillopora131794096
XP_058967618.2 Pocillopora131794118
XP_058967617.2 Pocillopora131794117
XP_058967600.2 Pocillopora131794105
XP_058967601.2 Pocillopora131794105
XP_058967592.2 Pocillopora131794098
XP_058967591.1 Pocillopora131794097
XP_058967582.1 Pocillopora131794091
XP_058967583.1 Pocillopora131794091
XP_058967581.1 Pocillopora131794090
XP_058967615.2 Pocillopora131794115
XP_058967611.2 Pocillopora131794112
XP_058967614.2 Pocillopora131794114
XP_058967613.1 Pocillopora131794113
XP_058967610.2 Pocillopora131794111
XP_066021043.1 Pocillopora131794111
XP_058967602.1 Pocillopora131794106
XP_058967594.2 Pocillopora131794100
XP_058967595.2 Pocillopora131794100
XP_058967619.2 Pocillopora131794119
XP_066015279.1 Pocillopora131794119
XP_066015282.1 Pocillopora131794119
XP_058967593.2 Pocillopora131794099
XP_058967575.1 Pocillopora131794087
XP_058967574.2 Pocillopora131794086
XP_058967573.2 Pocillopora131794086
XP_066020205.1 Pocillopora131794086
XP_066020211.1 Pocillopora131794086
XP_058967584.2 Pocillopora131794092
XP_058967585.1 Pocillopora131794094
XP_058967604.2 Pocillopora131794108
XP_058967605.2 Pocillopora131794108
XP_058967606.2 Pocillopora131794108
XP_058967607.2 Pocillopora131794108
XP_058967577.2 Pocillopora131794088
XP_058967578.1 Pocillopora131794089
XP_058967579.1 Pocillopora131794089
XP_058967580.1 Pocillopora131794089
XP_058967563.1 Pocillopora131794079
XP_058967569.2 Pocillopora131794082
XP_058967565.1 Pocillopora131794080
XP_058967566.1 Pocillopora131794080
XP_058967567.1 Pocillopora131794080
XP_066020233.1 Pocillopora131794080
XP_058967568.2 Pocillopora131794081
XP_058967570.1 Pocillopora131794083
XP_066020281.1 Pocillopora136276711
XP_058967559.2 Pocillopora131794075
XP_058967572.1 Pocillopora131794085
XP_058967608.2 Pocillopora131794109
XP_066020184.1 Pocillopora131794120
XP_066020187.1 Pocillopora131794120
XP_058967616.1 Pocillopora131794116
XP_058967603.1 Pocillopora131794107
XP_066028023.1 Pocillopora131794107
XP_066028026.1 Pocillopora131794107
XP_066028028.1 Pocillopora131794107
XP_058967621.2 Pocillopora131794121
XP_066014667.1 Pocillopora131794103
XP_066014676.1 Pocillopora131794103
XP_066014670.1 Pocillopora131794103
XP_066014665.1 Pocillopora131794103
XP_066014660.1 Pocillopora131794103
XP_066014655.1 Pocillopora131794103
XP_066014659.1 Pocillopora131794103
XP_066019561.1 Pocillopora131799386
XP_066016192.1 Pocillopora131771702
XP_058943534.2 Pocillopora131771702
XP_066019551.1 Pocillopora131794125
XP_066019508.1 Pocillopora136279500
XP_066019514.1 Pocillopora136279500
XP_066019569.1 Pocillopora131783986
XP_066019554.1 Pocillopora131783993
XP_066018137.1 Pocillopora136278874
XP_066018138.1 Pocillopora136278874
XP_066019462.1 Pocillopora131777639
XP_066019466.1 Pocillopora131777639
XP_066019467.1 Pocillopora131777639
XP_066019482.1 Pocillopora131777639
XP_066019474.1 Pocillopora131777639
XP_066019489.1 Pocillopora131777639
XP_066019498.1 Pocillopora136279497
XP_066019501.1 Pocillopora136279497
XP_066015991.1 Pocillopora136277549
XP_066029685.1 Pocillopora136283970
XP_066029678.1 Pocillopora136283970
XP_066016427.1 Pocillopora136277732
XP_066019593.1 Pocillopora136279551
XP_066019597.1 Pocillopora136279551
XP_066019585.1 Pocillopora136279545
XP_058944317.2 Pocillopora131772446
XP_066016495.1 Pocillopora136277755
XP_066019579.1 Pocillopora136279538
XP_066019580.1 Pocillopora136279538
XP_066019518.1 Pocillopora131771706
XP_066019524.1 Pocillopora131771706
XP_066019529.1 Pocillopora131771706
XP_066019536.1 Pocillopora131771706
XP_066019541.1 Pocillopora131771706
XP_066019545.1 Pocillopora131771706
XP_066019532.1 Pocillopora131771706
XP_066016648.1 Pocillopora136277822
XP_066025451.1 Pocillopora136282113
XP_066025453.1 Pocillopora136282113
XP_066027670.1 Pocillopora136283170
XP_066027675.1 Pocillopora136283170
XP_066027677.1 Pocillopora136283171
XP_066027679.1 Pocillopora136283171
XP_066027626.1 Pocillopora131783924
XP_066027630.1 Pocillopora131783924
XP_066027685.1 Pocillopora136283174
XP_066027632.1 Pocillopora131783919
XP_066027635.1 Pocillopora131783919
XP_066027642.1 Pocillopora131783919
XP_066027664.1 Pocillopora131783919
XP_066027638.1 Pocillopora131783919
XP_066027665.1 Pocillopora131783919
XP_066027636.1 Pocillopora131783919
XP_066027658.1 Pocillopora131783919
XP_066027645.1 Pocillopora131783919
XP_066027662.1 Pocillopora131783919
XP_066027655.1 Pocillopora131783919
XP_058956660.2 Pocillopora131783904
XP_058956661.2 Pocillopora131783904
XP_066017609.1 Pocillopora136278146
XP_058956683.2 Pocillopora131783922
XP_058956676.2 Pocillopora131783916
XP_066016748.1 Pocillopora136277871
XP_066016764.1 Pocillopora131783923
XP_066016773.1 Pocillopora136277879
XP_058956657.2 Pocillopora131783900
XP_058956656.2 Pocillopora131783899
XP_066023489.1 Pocillopora131783899
XP_058956672.2 Pocillopora131783914
XP_066029912.1 Pocillopora131783901
XP_066029916.1 Pocillopora131783901
XP_066029938.1 Pocillopora136284054
XP_066029932.1 Pocillopora136284054
XP_066029935.1 Pocillopora136284054
XP_066029941.1 Pocillopora131776430
XP_066029943.1 Pocillopora131776430
XP_066029954.1 Pocillopora131800152
XP_066029944.1 Pocillopora131800152
XP_066029945.1 Pocillopora131800152
XP_066029946.1 Pocillopora131800152
XP_066029949.1 Pocillopora131800152
XP_066029959.1 Pocillopora131800152
XP_066029956.1 Pocillopora131800152
XP_058973880.1 Pocillopora131800203
XP_058973859.1 Pocillopora131800183
XP_058973852.2 Pocillopora131800178
XP_058973851.2 Pocillopora131800178
XP_058973853.2 Pocillopora131800178
XP_058973854.2 Pocillopora131800178
XP_058973809.2 Pocillopora131800151
XP_058973860.1 Pocillopora131800184
XP_058973831.2 Pocillopora131800164
XP_066027125.1 Pocillopora136282932
XP_066016956.1 Pocillopora136277937
XP_058973824.2 Pocillopora131800159
XP_058945537.2 Pocillopora131773612
XP_058973843.2 Pocillopora131800173
XP_058973839.2 Pocillopora131800171
XP_058973840.2 Pocillopora131800171
XP_058973841.1 Pocillopora131800172
XP_066017031.1 Pocillopora131800150
XP_058973781.2 Pocillopora131800114
XP_058973780.2 Pocillopora131800113
XP_058973856.1 Pocillopora131800179
XP_058973855.1 Pocillopora131800179
XP_058973849.1 Pocillopora131800177
XP_058973844.2 Pocillopora131800174
XP_058973887.2 Pocillopora131800208
XP_058973823.2 Pocillopora131800158
XP_058973813.1 Pocillopora131800154
XP_066025322.1 Pocillopora131800153
XP_058973811.2 Pocillopora131800153
XP_058973812.2 Pocillopora131800153
XP_066025334.1 Pocillopora131800153
XP_058973807.2 Pocillopora131800148
XP_058973817.1 Pocillopora131800156
XP_058973820.1 Pocillopora131800156
XP_058973821.1 Pocillopora131800156
XP_058973822.1 Pocillopora131800156
XP_066018071.1 Pocillopora131800156
XP_066018072.1 Pocillopora131800156
XP_058973814.1 Pocillopora131800155
XP_058973815.1 Pocillopora131800155
XP_058973816.1 Pocillopora131800155
XP_066024545.1 Pocillopora131800155
XP_066024555.1 Pocillopora131800155
XP_066024559.1 Pocillopora131800155
XP_066024564.1 Pocillopora131800155
XP_066024570.1 Pocillopora131800155
XP_066024578.1 Pocillopora131800155
XP_058973877.1 Pocillopora131800200
XP_058973882.2 Pocillopora131800205
XP_058973881.2 Pocillopora131800205
XP_058973883.1 Pocillopora131800206
XP_058973884.1 Pocillopora131800206
XP_058973885.1 Pocillopora131800206
XP_066030025.1 Pocillopora131800206
XP_066030032.1 Pocillopora131800206
XP_066030040.1 Pocillopora131800206
XP_058973763.2 Pocillopora131800101
XP_058973762.2 Pocillopora131800100
XP_058973875.2 Pocillopora131800197
XP_058973767.2 Pocillopora131800104
XP_058973765.2 Pocillopora131800102
XP_058973766.2 Pocillopora131800102
XP_058973764.2 Pocillopora131800102
XP_058973768.1 Pocillopora131800105
XP_058973777.1 Pocillopora131800111
XP_058973779.2 Pocillopora131800112
XP_058973871.1 Pocillopora131800194
XP_058973825.1 Pocillopora131800161
XP_066017126.1 Pocillopora131800160
XP_058973834.2 Pocillopora131800167
XP_066027454.1 Pocillopora131800167
XP_058973806.2 Pocillopora131800146
XP_058973805.2 Pocillopora131800145
XP_066017243.1 Pocillopora131800143
XP_066017252.1 Pocillopora136278017
XP_058973802.2 Pocillopora131800142
XP_058973827.1 Pocillopora131800163
XP_058973826.1 Pocillopora131800163
XP_066017383.1 Pocillopora131800139
XP_066017438.1 Pocillopora131800137
XP_066014714.1 Pocillopora131800136
XP_066014715.1 Pocillopora131800136
XP_066017450.1 Pocillopora131800135
XP_058973866.2 Pocillopora131800188
XP_066027334.1 Pocillopora131800187
XP_066027337.1 Pocillopora131800187
XP_058973863.2 Pocillopora131800187
XP_066025028.1 Pocillopora131800133
XP_058973796.2 Pocillopora131800133
XP_058973776.2 Pocillopora131800110
XP_058973775.1 Pocillopora131800109
XP_066020101.1 Pocillopora131800109
XP_058973886.2 Pocillopora131800207
XP_058973774.2 Pocillopora131800108
XP_066017496.1 Pocillopora136278107
XP_066017504.1 Pocillopora136278110
XP_066028035.1 Pocillopora136283330
XP_058973861.2 Pocillopora131800185
XP_066024686.1 Pocillopora131800185
XP_058973833.1 Pocillopora131800166
XP_058973769.1 Pocillopora131800106
XP_058973771.1 Pocillopora131800106
XP_058973772.1 Pocillopora131800106
XP_058973773.2 Pocillopora131800107
XP_058973848.2 Pocillopora131800175
XP_058973845.2 Pocillopora131800175
XP_058973847.2 Pocillopora131800175
XP_066024821.1 Pocillopora131800190
XP_058973795.2 Pocillopora131800132
XP_066024770.1 Pocillopora131800212
XP_066024772.1 Pocillopora131800212
XP_066024774.1 Pocillopora131800212
XP_066024779.1 Pocillopora131800212
XP_066024763.1 Pocillopora131800212
XP_066024767.1 Pocillopora131800212
XP_066024782.1 Pocillopora131800212
XP_058973879.2 Pocillopora131800202
XP_058973872.2 Pocillopora131800195
XP_058973874.2 Pocillopora131800196
XP_058973794.1 Pocillopora131800131
XP_058973869.2 Pocillopora131800191
XP_058973893.2 Pocillopora131800211
XP_058973761.2 Pocillopora131800099
XP_066026187.1 Pocillopora131800216
XP_066026188.1 Pocillopora131800216
XP_058973897.2 Pocillopora131800216
XP_058973878.2 Pocillopora131800201
XP_058973792.2 Pocillopora131800129
XP_058973837.1 Pocillopora131800169
XP_058973838.1 Pocillopora131800169
XP_066030584.1 Pocillopora131800128
XP_058973791.2 Pocillopora131800128
XP_058973876.2 Pocillopora131800198
XP_066027888.1 Pocillopora131800198
XP_058973898.2 Pocillopora131800217
XP_066028649.1 Pocillopora131800193
XP_066029183.1 Pocillopora131800126
XP_058973858.1 Pocillopora131800181
XP_058973857.1 Pocillopora131800180
XP_058973789.2 Pocillopora131800125
XP_058973832.2 Pocillopora131800165
XP_066018257.1 Pocillopora131800123
XP_066018128.1 Pocillopora131770921
XP_058973784.1 Pocillopora131800121
XP_066016708.1 Pocillopora131800219
XP_066018315.1 Pocillopora136278927
XP_066018342.1 Pocillopora136278938
XP_058973782.2 Pocillopora131800117
XP_058973888.2 Pocillopora131800210
XP_058973890.2 Pocillopora131800210
XP_066027992.1 Pocillopora131800210
XP_058973891.2 Pocillopora131800210
XP_066018594.1 Pocillopora131770906
XP_058942605.2 Pocillopora131770905
XP_066018724.1 Pocillopora131770924
XP_058942622.2 Pocillopora131770920
XP_066016149.1 Pocillopora136277666
XP_066014593.1 Pocillopora131770922
XP_058942619.2 Pocillopora131770918
XP_058942620.2 Pocillopora131770918
XP_058942610.1 Pocillopora131770911
XP_058942611.1 Pocillopora131770911
XP_058942631.2 Pocillopora131770930
XP_058942615.2 Pocillopora131770916
XP_058942614.2 Pocillopora131770915
XP_058942618.1 Pocillopora131770917
XP_058942632.2 Pocillopora131770931
XP_066030546.1 Pocillopora131770931
XP_058942630.1 Pocillopora131770929
XP_058942633.2 Pocillopora131770932
XP_066030551.1 Pocillopora131770904
XP_066026757.1 Pocillopora136282776
XP_058942603.2 Pocillopora131770902
XP_058942628.2 Pocillopora131770927
XP_066021137.1 Pocillopora131770926
XP_058942626.2 Pocillopora131770926
XP_058942613.2 Pocillopora131770914
XP_066021145.1 Pocillopora131770912
XP_066018844.1 Pocillopora136279184
XP_066018921.1 Pocillopora136279217
XP_066018973.1 Pocillopora136279252
XP_066016777.1 Pocillopora131773098
XP_066019086.1 Pocillopora136279338
XP_066019245.1 Pocillopora136279422
XP_066019394.1 Pocillopora131778458
XP_066025585.1 Pocillopora136282168
XP_066025581.1 Pocillopora136276732
XP_066019455.1 Pocillopora136279473
XP_058961564.2 Pocillopora131788487
XP_066019570.1 Pocillopora136279522
XP_066019616.1 Pocillopora131770692
XP_066019675.1 Pocillopora131798300
XP_066019709.1 Pocillopora131798299
XP_066014904.1 Pocillopora131791506
XP_066014912.1 Pocillopora131791506
XP_058964829.2 Pocillopora131791506
XP_066019864.1 Pocillopora131783002
XP_066019940.1 Pocillopora136279758
XP_066026504.1 Pocillopora136282697
XP_066018080.1 Pocillopora136278500
XP_066020093.1 Pocillopora131783154
XP_066020131.1 Pocillopora136279793
XP_066020171.1 Pocillopora136279800
XP_066020257.1 Pocillopora136279830
XP_066020292.1 Pocillopora136279844
XP_066020328.1 Pocillopora136279855
XP_066020401.1 Pocillopora136279879
XP_066027694.1 Pocillopora131777156
XP_066020433.1 Pocillopora136279893
XP_066020473.1 Pocillopora136279909
XP_066027693.1 Pocillopora131798304
XP_066020645.1 Pocillopora131799525
XP_066020688.1 Pocillopora136279994
XP_066020798.1 Pocillopora131798770
XP_058946806.2 Pocillopora131774750
XP_066020844.1 Pocillopora136280090
XP_066020901.1 Pocillopora131769977
XP_066026642.1 Pocillopora136282751
XP_066030096.1 Pocillopora136276870
XP_066021017.1 Pocillopora136280172
XP_066021056.1 Pocillopora136280188
XP_066021144.1 Pocillopora131799681
XP_066021210.1 Pocillopora136280216
XP_066021253.1 Pocillopora136280235
XP_058968955.2 Pocillopora131795405
XP_066021304.1 Pocillopora136280249
XP_066021344.1 Pocillopora131791505
XP_066021387.1 Pocillopora131774190
XP_066021474.1 Pocillopora136280350
XP_066021596.1 Pocillopora136280425
XP_066021689.1 Pocillopora131791504
XP_066021733.1 Pocillopora136280448
XP_066015984.1 Pocillopora136276780
XP_066015986.1 Pocillopora136276780
XP_066015985.1 Pocillopora136276780
XP_066015981.1 Pocillopora136276780
XP_066021906.1 Pocillopora131792363
XP_066021962.1 Pocillopora136280522
XP_058959992.2 Pocillopora131786948
XP_066018125.1 Pocillopora131786948
XP_058959985.2 Pocillopora131786942
XP_058959986.2 Pocillopora131786943
XP_058959987.2 Pocillopora131786943
XP_058959988.2 Pocillopora131786943
XP_066024502.1 Pocillopora131786952
XP_066021992.1 Pocillopora131786941
XP_066018127.1 Pocillopora136276898
XP_066025519.1 Pocillopora131786938
XP_058959989.2 Pocillopora131786944
XP_058959990.1 Pocillopora131786946
XP_058959979.2 Pocillopora131786935
XP_066020793.1 Pocillopora136280070
XP_058959977.2 Pocillopora131786934
XP_058969096.1 Pocillopora131795530
XP_066025930.1 Pocillopora131795530
XP_058969093.2 Pocillopora131795526
XP_066025923.1 Pocillopora131795526
XP_058969094.1 Pocillopora131795527
XP_058969101.2 Pocillopora131795533
XP_058969100.1 Pocillopora131795532
XP_058969097.2 Pocillopora131795531
XP_066022070.1 Pocillopora131795524
XP_066018067.1 Pocillopora131795528
XP_058958871.2 Pocillopora131785933
XP_066016891.1 Pocillopora131785933
XP_066016902.1 Pocillopora131785933
XP_058958873.2 Pocillopora131785933
XP_058958890.2 Pocillopora131785949
XP_058958891.2 Pocillopora131785950
XP_058958878.2 Pocillopora131785938
